ORDER_NUMBER,ORDER_TYPE,ORDER_DESCRIPTION,ISSUE_CODE,ISSUE_DESCRIPTION,MAINT_ACTIVITY_TYPE,MAINT_ACTIVITY_DESCRIPTION,ORDER_CREATE_DATE,ORDER_CREATE_TIME,JOB_PRIORITY,SUBURB,STREET,HOUSE_NUM1,HOUSE_NUM2,POSTCODE,FITTER_DISTRICT,WORK_TIME_ELAPSED
401554643,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190807,09:42:55,B,BERKELEY,WARWICK ST,2,,2506,301,35
401554643,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190807,09:42:55,B,BERKELEY,WARWICK ST,2,,2506,301,35
401560287,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190813,16:28:29,B,EPPING,BORONIA AVE,36,,2121,435,10
401560287,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190813,16:28:29,B,EPPING,BORONIA AVE,36,,2121,435,10
401560287,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190813,16:28:29,B,EPPING,BORONIA AVE,36,,2121,435,10
401560287,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190813,16:28:29,B,EPPING,BORONIA AVE,36,,2121,435,10
401569570,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190821,15:10:33,B,GRIFFITH,WATSON RD,51,,2680,339,30
401569570,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190821,15:10:33,B,GRIFFITH,WATSON RD,51,,2680,339,30
401553469,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,10:53:38,B,BAULKHAM HILLS,WELLS CT,3,,2153,450,1
401553469,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,10:53:38,B,BAULKHAM HILLS,WELLS CT,3,,2153,450,1
401553469,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,10:53:38,B,BAULKHAM HILLS,WELLS CT,3,,2153,450,1
401553469,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,10:53:38,B,BAULKHAM HILLS,WELLS CT,3,,2153,450,1
401565485,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190819,13:36:01,B,LARGS,MORINDA AVE,13,,2320,503,15
401565485,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190819,13:36:01,B,LARGS,MORINDA AVE,13,,2320,503,15
401562409,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190815,12:32:56,B,NORTH SYDNEY,BLUE ST,4,,2060,410,190
401562409,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190815,12:32:56,B,NORTH SYDNEY,BLUE ST,4,,2060,410,190
Z401543905,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190801,08:10:16,B,ISAACS,JULIA FLYNN AVE,123,,2607,442,4
Z401543905,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190801,08:10:16,B,ISAACS,JULIA FLYNN AVE,123,,2607,442,4
401559868,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190813,11:43:14,B,PADDINGTON,OATLEY RD,13,U 2,2021,310,30
401559868,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190813,11:43:14,B,PADDINGTON,OATLEY RD,13,U 2,2021,310,30
401559868,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190813,11:43:14,B,PADDINGTON,OATLEY RD,13,U 2,2021,310,30
401559868,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190813,11:43:14,B,PADDINGTON,OATLEY RD,13,U 2,2021,310,30
Z401549967,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190805,07:58:12,C,HOLT,MOCKRIDGE CRES,44,,2615,441,40
Z401549967,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190805,07:58:12,C,HOLT,MOCKRIDGE CRES,44,,2615,441,40
401553305,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,09:36:38,B,PADSTOW,HOWARD RD,61,,2211,240,45
401553305,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,09:36:38,B,PADSTOW,HOWARD RD,61,,2211,240,45
401553305,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,09:36:38,B,PADSTOW,HOWARD RD,61,,2211,240,45
401553305,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,09:36:38,B,PADSTOW,HOWARD RD,61,,2211,240,45
Z401572070,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190824,10:26:07,C,SCULLIN,ADAIR ST,38,,2614,441,20
Z401572070,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190824,10:26:07,C,SCULLIN,ADAIR ST,38,,2614,441,20
Z401547762,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190803,12:48:21,C,WANNIASSA,MALONEY ST,8,,2903,442,30
Z401547762,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190803,12:48:21,C,WANNIASSA,MALONEY ST,8,,2903,442,30
Z401564860,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190818,13:39:09,B,NARRABUNDAH,NIMBIN ST,44,,2604,442,20
Z401564860,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190818,13:39:09,B,NARRABUNDAH,NIMBIN ST,44,,2604,442,20
401553876,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,13:37:44,C,BURWOOD,LUCAS RD,86,U 1,2134,330,80
401553876,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,13:37:44,C,BURWOOD,LUCAS RD,86,U 1,2134,330,80
Z401547627,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190803,09:53:22,C,CASEY,MICK SHANN TCE,36,,2913,441,20
Z401547627,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190803,09:53:22,C,CASEY,MICK SHANN TCE,36,,2913,441,20
Z401564821,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190818,09:14:12,B,O'CONNOR,BLACKBUTT ST,17,,2602,441,20
Z401564821,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190818,09:14:12,B,O'CONNOR,BLACKBUTT ST,17,,2602,441,20
Z401561477,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190814,18:16:46,B,HARRISON,COMBO CT,52,,2914,441,55
Z401561477,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190814,18:16:46,B,HARRISON,COMBO CT,52,,2914,441,55
Z401572419,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190825,10:16:06,B,DICKSON,MARSDEN ST,63,,2602,441,10
Z401572419,ZTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190825,10:16:06,B,DICKSON,MARSDEN ST,63,,2602,441,10
401547776,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190802,19:12:33,B,PENDLE HILL,SMITH ST,157,,2145,210,40
401547776,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190802,19:12:33,B,PENDLE HILL,SMITH ST,157,,2145,210,40
401547776,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190802,19:12:33,B,PENDLE HILL,SMITH ST,157,,2145,210,40
401547776,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190802,19:12:33,B,PENDLE HILL,SMITH ST,157,,2145,210,40
401572413,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190825,07:45:51,B,KINGSFORD,GARDENERS RD,194,,2032,310,10
401572413,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190825,07:45:51,B,KINGSFORD,GARDENERS RD,194,,2032,310,10
401572413,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190825,07:45:51,B,KINGSFORD,GARDENERS RD,194,,2032,310,10
401572413,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190825,07:45:51,B,KINGSFORD,GARDENERS RD,194,,2032,310,10
401559213,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190812,18:30:50,C,CROWS NEST,ALBANY ST,78,,2065,410,10
401559213,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190812,18:30:50,C,CROWS NEST,ALBANY ST,78,,2065,410,10
401553569,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,11:39:22,B,RAGLAN,LANDSEER ST,17,,2795,800,30
401553569,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,11:39:22,B,RAGLAN,LANDSEER ST,17,,2795,800,30
401553925,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,14:01:56,B,PENNANT HILLS,VAUGHAN AVE,29,,2120,435,40
401553925,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,14:01:56,B,PENNANT HILLS,VAUGHAN AVE,29,,2120,435,40
401553925,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,14:01:56,B,PENNANT HILLS,VAUGHAN AVE,29,,2120,435,40
401553925,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190806,14:01:56,B,PENNANT HILLS,VAUGHAN AVE,29,,2120,435,40
401561820,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190815,08:20:31,B,BALGOWLAH HEIGHTS,LEWIS ST,31,,2093,420,15
401561820,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190815,08:20:31,B,BALGOWLAH HEIGHTS,LEWIS ST,31,,2093,420,15
401555984,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190808,11:04:43,B,WINDALE,WILLANDRA CRES,86,,2306,501,45
401555984,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190808,11:04:43,B,WINDALE,WILLANDRA CRES,86,,2306,501,45
401572384,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190824,10:45:36,B,STRATHFIELD,HIGH ST,33,,2135,330,15
401572384,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190824,10:45:36,B,STRATHFIELD,HIGH ST,33,,2135,330,15
401577696,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190830,08:17:34,B,CANLEY HEIGHTS,CANLEY VALE RD,230,,2166,240,50
401577696,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190830,08:17:34,B,CANLEY HEIGHTS,CANLEY VALE RD,230,,2166,240,50
401577696,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190830,08:17:34,B,CANLEY HEIGHTS,CANLEY VALE RD,230,,2166,240,50
401577696,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190830,08:17:34,B,CANLEY HEIGHTS,CANLEY VALE RD,230,,2166,240,50
401549929,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190804,13:03:18,B,ORANGE,GAREMA RD,22,,2800,810,17
401549929,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190804,13:03:18,B,ORANGE,GAREMA RD,22,,2800,810,17
401547777,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190802,19:14:07,B,CAMPSIE,NOWRA ST,12A,,2194,330,1
401547777,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190802,19:14:07,B,CAMPSIE,NOWRA ST,12A,,2194,330,1
401549924,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190804,12:24:21,B,BIDWILL,PETRIE CL,10,,2770,220,40
401549924,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190804,12:24:21,B,BIDWILL,PETRIE CL,10,,2770,220,40
401552705,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190805,16:18:27,B,TOWRADGI,TOWRADGI RD,121,,2518,300,35
401552705,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190805,16:18:27,B,TOWRADGI,TOWRADGI RD,121,,2518,300,35
401564659,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190818,05:04:13,B,ROSEMEADOW,PINDARUS WAY,5,,2560,250,45
401564659,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190818,05:04:13,B,ROSEMEADOW,PINDARUS WAY,5,,2560,250,45
401564659,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190818,05:04:13,B,ROSEMEADOW,PINDARUS WAY,5,,2560,250,45
401564659,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190818,05:04:13,B,ROSEMEADOW,PINDARUS WAY,5,,2560,250,45
401572450,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190824,23:48:57,C,DARLINGHURST,SURREY ST,51,,2010,310,35
401572450,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190824,23:48:57,C,DARLINGHURST,SURREY ST,51,,2010,310,35
401572450,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190824,23:48:57,C,DARLINGHURST,SURREY ST,51,,2010,310,35
401572450,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190824,23:48:57,C,DARLINGHURST,SURREY ST,51,,2010,310,35
401564845,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190818,10:27:33,B,CHATSWOOD,BLAKESLEY ST,7,,2067,410,20
401564845,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190818,10:27:33,B,CHATSWOOD,BLAKESLEY ST,7,,2067,410,20
401572061,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190823,18:41:46,B,CHARLESTOWN,ELIZABETH PDE,18,,2290,501,5
401572061,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190823,18:41:46,B,CHARLESTOWN,ELIZABETH PDE,18,,2290,501,5
401563934,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190816,17:10:32,C,CROYDON,HEIGHWAY AVE,26,,2132,330,35
401563934,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190816,17:10:32,C,CROYDON,HEIGHWAY AVE,26,,2132,330,35
401555373,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190807,18:21:19,B,ST MARYS,SYDNEY ST,27,,2760,230,10
401555373,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190807,18:21:19,B,ST MARYS,SYDNEY ST,27,,2760,230,10
401557478,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190809,18:25:15,C,ROSEVILLE,MALVERN AVE,20,,2069,430,1
401557478,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190809,18:25:15,C,ROSEVILLE,MALVERN AVE,20,,2069,430,1
401548160,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190803,15:15:19,B,KELLYVILLE,PATTERSON AVE,21,,2155,450,1
401548160,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190803,15:15:19,B,KELLYVILLE,PATTERSON AVE,21,,2155,450,1
401548160,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190803,15:15:19,B,KELLYVILLE,PATTERSON AVE,21,,2155,450,1
401548160,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190803,15:15:19,B,KELLYVILLE,PATTERSON AVE,21,,2155,450,1
401562828,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190815,18:08:14,C,WOODPARK,ROBYN ST,1,,2164,210,1
401562828,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190815,18:08:14,C,WOODPARK,ROBYN ST,1,,2164,210,1
401562828,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190815,18:08:14,C,WOODPARK,ROBYN ST,1,,2164,210,1
401562828,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190815,18:08:14,C,WOODPARK,ROBYN ST,1,,2164,210,1
401572079,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190824,10:26:52,B,GLEDSWOOD HILLS,AMBERLEY ST,25,,2557,250,35
401572079,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190824,10:26:52,B,GLEDSWOOD HILLS,AMBERLEY ST,25,,2557,250,35
401572079,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190824,10:26:52,B,GLEDSWOOD HILLS,AMBERLEY ST,25,,2557,250,35
401572079,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190824,10:26:52,B,GLEDSWOOD HILLS,AMBERLEY ST,25,,2557,250,35
401564845,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190818,10:27:33,B,CHATSWOOD,BLAKESLEY ST,7,,2067,410,170
401564845,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190818,10:27:33,B,CHATSWOOD,BLAKESLEY ST,7,,2067,410,170
401548136,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190803,14:37:51,C,PUNCHBOWL,BROADWAY,68,,2196,330,5
401548136,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190803,14:37:51,C,PUNCHBOWL,BROADWAY,68,,2196,330,5
401558086,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190811,21:00:03,B,SOUTH WENTWORTHVILLE,RICHMOND ST,7A,,2145,210,10
401558086,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190811,21:00:03,B,SOUTH WENTWORTHVILLE,RICHMOND ST,7A,,2145,210,10
401558086,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190811,21:00:03,B,SOUTH WENTWORTHVILLE,RICHMOND ST,7A,,2145,210,10
401558086,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190811,21:00:03,B,SOUTH WENTWORTHVILLE,RICHMOND ST,7A,,2145,210,10
401562940,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190815,22:09:04,B,ABERGLASSLYN,OAKHAMPTON RD,568,,2320,503,25
401562940,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190815,22:09:04,B,ABERGLASSLYN,OAKHAMPTON RD,568,,2320,503,25
401548179,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190803,23:15:01,C,NORTH RYDE,TWIN RD,72,,2113,440,30
401548179,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190803,23:15:01,C,NORTH RYDE,TWIN RD,72,,2113,440,30
401548179,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190803,23:15:01,C,NORTH RYDE,TWIN RD,72,,2113,440,30
401548179,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190803,23:15:01,C,NORTH RYDE,TWIN RD,72,,2113,440,30
401563859,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190817,10:09:04,B,BONDI JUNCTION,BIRRELL ST,16,,2022,310,5
401563859,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190817,10:09:04,B,BONDI JUNCTION,BIRRELL ST,16,,2022,310,5
401563859,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190817,10:09:04,B,BONDI JUNCTION,BIRRELL ST,16,,2022,310,5
401563859,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190817,10:09:04,B,BONDI JUNCTION,BIRRELL ST,16,,2022,310,5
401572061,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190823,18:41:46,B,CHARLESTOWN,ELIZABETH PDE,18,,2290,501,5
401572061,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190823,18:41:46,B,CHARLESTOWN,ELIZABETH PDE,18,,2290,501,5
401571861,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190823,15:59:29,C,AUBURN,PAUL ST,16A,,2144,210,25
401571861,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190823,15:59:29,C,AUBURN,PAUL ST,16A,,2144,210,25
401571861,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190823,15:59:29,C,AUBURN,PAUL ST,16A,,2144,210,25
401571861,GTNO,Normal Trouble/Fault Order,105,ESCAPE-METER (IF MTR CHNGD USE CODE 542),EMT,Escape Meter,20190823,15:59:29,C,AUBURN,PAUL ST,16A,,2144,210,25
